ADA,LIQ,,BRAND NAME,PROOF,SIZE,PACK,BASE,ON PREM,OFF PREM,MINIMUM,NEW/,
#,CODE,,,,IN ML,,PRICE,PRICE,PRICE,SHELF PRICE,CHNG,
AMERICAN BLEND,,,,,,,,,,,,
,,,,,,,,,,,,
221,504,,UV APPLE,60.0,1000,12,11.20,10.65,10.86,12.76,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
FLAVORED VODKA (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
221,494,,UV BLUE,60.0,750,12,10.50,9.97,10.16,11.95,,
221,493,,UV BLUE,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,496,,UV BLUE PL,60.0,750,12,10.50,9.97,10.16,11.95,,
221,495,,UV BLUE PL,60.0,1750,6,17.55,16.67,16.99,19.97,,
221,71454,,UV BLUE & LEMONADE/BOXERS 2PK,60.0,750,6,21.00,19.95,20.34,23.91,,
221,5999,,UV BLUE RASPBERRY,60.0,200,24,2.10,1.98,2.02,2.38,,
221,6000,,UV BLUE RASPBERRY,60.0,375,12,4.35,4.12,4.20,4.94,,
221,470,,UV BLUE RASPBERRY PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,6001,,UV CHERRY,60.0,200,24,2.10,1.98,2.02,2.38,,
221,6002,,UV CHERRY,60.0,375,12,4.35,4.12,4.20,4.94,,
221,499,,UV CHERRY,60.0,750,12,10.50,9.97,10.16,11.95,,
221,498,,UV CHERRY,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,3530,,UV CHERRY,60.0,1750,6,17.55,16.67,16.99,19.97,,
221,500,,UV CHERRY PL,60.0,750,12,10.50,9.97,10.16,11.95,,
221,2005,,UV CITRUV VODKA,70.0,750,12,10.50,9.97,10.16,11.95,,
221,6706,,UV COCONUT,60.0,375,12,4.35,4.12,4.20,4.94,,
221,6730,,UV COCONUT,60.0,750,12,10.50,9.97,10.16,11.95,,
221,6731,,UV COCONUT,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,6707,,UV COCONUT PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,6733,,UV COCONUT PL,60.0,750,12,10.50,9.97,10.16,11.95,,
221,5321,,UV COMBO #2 PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,7740,,UV ESPRESSO,60.0,750,12,10.50,9.97,10.16,11.95,,
221,6070,,UV GRAPE,60.0,200,24,2.10,1.98,2.02,2.38,,
221,6003,,UV GRAPE,60.0,375,12,4.35,4.12,4.20,4.94,,
221,3532,,UV GRAPE,60.0,750,12,10.50,9.97,10.16,11.95,,
221,3531,,UV GRAPE,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,3680,,UV GRAPE PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,4949,,UV GRAPE PL,60.0,200,24,2.00,1.90,1.94,2.28,,
221,6004,,UV GREEN,60.0,200,24,2.10,1.98,2.02,2.38,,
221,6005,,UV GREEN,60.0,375,12,4.35,4.12,4.20,4.94,,
221,2923,,UV GREEN PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,4950,,UV GREEN PL,60.0,200,24,2.00,1.90,1.94,2.28,,
221,503,,UV ORANGE,60.0,750,12,10.50,9.97,10.16,11.95,,
221,502,,UV ORANGE,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,4629,,UV PINK LEMONADE,60.0,50,60,0.70,0.67,0.68,0.80,,
221,6006,,UV PINK LEMONADE,60.0,200,24,2.10,1.98,2.02,2.38,,
221,6007,,UV PINK LEMONADE,60.0,375,12,4.35,4.12,4.20,4.94,,
221,4413,,UV PINK LEMONADE,60.0,750,12,10.50,9.97,10.16,11.95,,
221,4414,,UV PINK LEMONADE,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,471,,UV RED PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,6932,,UV SWEET GREEN TEA,60.0,750,12,10.50,9.97,10.16,11.95,,
221,6933,,UV SWEET GREEN TEA,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,6887,,UV SWEET GREEN TEA PL,60.0,50,60,0.70,0.67,0.68,0.80,,
221,6934,,UV SWEET GREEN TEA PL,60.0,1750,6,17.55,16.67,16.99,19.97,,
221,507,,UV VANILLA,60.0,750,12,10.50,9.97,10.16,11.95,,
221,506,,UV VANILLA,60.0,1000,12,11.20,10.65,10.86,12.76,,
221,7879,,UV WHITE CAKE,60.0,200,24,2.10,1.98,2.02,2.38,NEW,
221,7889,,UV WHITE CAKE,60.0,375,12,4.35,4.12,4.20,4.94,NEW,
221,7903,,UV WHITE CAKE,60.0,750,12,10.50,9.97,10.16,11.95,NEW,
221,7904,,UV WHITE CAKE,60.0,1000,12,11.20,10.65,10.86,12.76,NEW,
221,7905,,UV WHITE CAKE,60.0,1750,6,17.55,16.67,16.99,19.97,NEW,
221,7880,,UV WHITE CAKE PL,60.0,50,60,0.70,0.67,0.68,0.80,NEW,
221,7906,,UV WHITE CAKE PL,60.0,750,12,10.50,9.97,10.16,11.95,NEW,
221,6940,,VAN GOGH ACAI BLUEBERRY,70.0,750,6,19.30,18.33,18.69,21.97,,
221,4722,,VAN GOGH ACAI BLUEBERRY,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6620,,VAN GOGH BANANA,70.0,750,12,19.30,18.33,18.69,21.97,,
221,6941,,VAN GOGH BLACK CHERRY,70.0,750,6,19.30,18.33,18.69,21.97,,
221,6100,,VAN GOGH CARAMEL,70.0,50,120,1.05,0.99,1.01,1.19,,
221,5995,,VAN GOGH CARAMEL,70.0,750,6,19.30,18.33,18.69,21.97,,
221,5996,,VAN GOGH CARAMEL,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6506,,VAN GOGH CITROEN,80.0,750,6,19.30,18.33,18.69,21.97,,
221,6942,,VAN GOGH COCONUT,70.0,750,6,19.30,18.33,18.69,21.97,,
221,7488,,VAN GOGH COCONUT,70.0,1000,6,22.10,20.98,21.39,25.15,,
,,,,,,,,,,,,
,,,,,,,,,,,,
FLAVORED VODKA (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
221,6034,,VAN GOGH DBL ESPRESSO DBL CAFF,70.0,50,120,1.05,0.99,1.01,1.19,,
221,6943,,VAN GOGH DBL ESPRESSO DBL CAFF,70.0,750,6,19.30,18.33,18.69,21.97,,
221,4142,,VAN GOGH DBL ESPRESSO DBL CAFF,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,5232,,VAN GOGH DBL ESPRESSO DBL CAFF,70.0,1750,6,25.00,23.75,24.21,28.46,,
221,6594,,VAN GOGH DUTCH CHOCOLATE,70.0,750,6,19.30,18.33,18.69,21.97,,
221,4143,,VAN GOGH DUTCH CHOCOLATE,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6944,,VAN GOGH ESPRESSO,70.0,750,6,19.30,18.33,18.69,21.97,,
221,4144,,VAN GOGH ESPRESSO,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,5231,,VAN GOGH ESPRESSO,70.0,1750,6,25.00,23.75,24.21,28.46,,
221,71426,,VAN GOGH ESPRESSO/4 50ML VARIE,70.0,750,6,21.90,20.82,21.23,24.95,,
221,6946,,VAN GOGH MANGO,70.0,750,6,19.30,18.33,18.69,21.97,,
221,7489,,VAN GOGH MANGO,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6092,,VAN GOGH MASTERPIECE 5PK,70.0,50,12,5.25,4.99,5.09,5.98,,
221,6948,,VAN GOGH MELON,70.0,750,6,19.30,18.33,18.69,21.97,,
221,6599,,VAN GOGH MELON,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,7490,,VAN GOGH ORANJE,80.0,1000,6,22.10,20.98,21.39,25.15,,
221,6951,,VAN GOGH PINEAPPLE,70.0,750,6,19.30,18.33,18.69,21.97,,
221,4150,,VAN GOGH PINEAPPLE,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6952,,VAN GOGH POMEGRANATE,70.0,750,6,19.30,18.33,18.69,21.97,,
221,4151,,VAN GOGH POMEGRANATE,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6953,,VAN GOGH RASPBERRY,70.0,750,6,19.30,18.33,18.69,21.97,,
221,7491,,VAN GOGH RASPBERRY,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6954,,VAN GOGH VANILLA,70.0,750,6,19.30,18.33,18.69,21.97,,
221,7492,,VAN GOGH VANILLA,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,6955,,VAN GOGH WILD APPEL,70.0,750,6,19.30,18.33,18.69,21.97,,
221,7493,,VAN GOGH WILD APPEL,70.0,1000,6,22.10,20.98,21.39,25.15,,
221,662,,VODA BLUEBERRY,80.0,750,12,17.55,16.67,16.99,19.97,,
321,2495,,VOX APPLE VODKA,80.0,750,6,20.15,19.15,19.52,22.95,,
321,1162,,VOX RASPBERRY VODKA,80.0,750,6,20.15,19.15,19.52,22.95,,
221,7586,,WHITEHALL VERY CHERRY,60.0,1000,12,7.45,7.08,7.22,8.49,,
221,7587,,WHITEHALLL VERY CHERRY,60.0,750,12,6.60,6.26,6.38,7.50,,
321,6196,,ZODIAC BLACK CHERRY,70.0,750,12,25.45,24.18,24.65,28.98,,
321,7828,,ZU BISON,80.0,750,12,21.90,20.82,21.23,24.95,NEW,
321,7051,,ZUBROWKA BISON BRAND ORIGINAL,80.0,750,12,21.90,20.82,21.23,24.95,,
221,7045,,360 BING CHERRY,70.0,750,12,17.55,16.67,16.99,19.97,,
221,7022,,360 BING CHERRY PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,6223,,360 COLA VODKA,70.0,750,12,17.55,16.67,16.99,19.97,,
221,6209,,360 COLA VODKA PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7590,,360 DOUBLE CHOC COUNTR UNIT PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7870,,360 DOUBLE CHOCOLATE VODKA,70.0,375,24,8.75,8.31,8.47,9.96,NEW,
221,6224,,360 DOUBLE CHOCOLATE VODKA,70.0,750,12,17.55,16.67,16.99,19.97,,
221,6210,,360 DOUBLE CHOCOLATE VODKA PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7047,,360 GEORGIA PEACH,70.0,750,12,17.55,16.67,16.99,19.97,,
221,7024,,360 GEORGIA PEACH PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7046,,360 GRAPE,70.0,750,12,17.55,16.67,16.99,19.97,,
221,7023,,360 GRAPE PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7048,,360 MADAGASCAR VANILLA,70.0,750,12,17.55,16.67,16.99,19.97,,
221,7025,,360 MADAGASCAR VANILLA PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7049,,360 MANDARIN ORANGE,70.0,750,12,17.55,16.67,16.99,19.97,,
221,7026,,360 MANDARIN ORANGE PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,7050,,360 SORRENTO LEMON,70.0,750,12,17.55,16.67,16.99,19.97,,
221,7027,,360 SORRENTO LEMON PL,70.0,50,60,0.85,0.80,0.82,0.96,,
221,6633,,4 ORANGE,80.0,750,6,21.90,20.82,21.23,24.95,,
221,7430,,42 BELOW KIWIFRUIT,80.0,375,12,10.50,9.97,10.16,11.95,,
221,5240,,42 BELOW KIWIFRUIT,84.0,750,12,17.55,16.67,16.99,19.97,,
221,7431,,42 BELOW PASSIONFRUIT,80.0,375,12,10.50,9.97,10.16,11.95,,
221,5562,,42 BELOW PASSIONFRUIT,84.0,750,12,17.55,16.67,16.99,19.97,,
321,5935,,999 HERBAL VODKA,80.0,750,12,18.85,17.90,18.25,21.45,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CORDIALS & LIQUEURS - AMERICAN,,,,,,,,,,,,
,,,,,,,,,,,,
321,7450,,ADULT CHOCOLATE MILK,40.0,750,12,17.55,16.67,16.99,19.97,,
321,7433,,ADULT CHOCOLATE MILK,40.0,1000,6,20.15,19.15,19.52,22.95,,
221,61607,,AMERICAN TRIPLE SEC,40.0,750,12,4.35,4.12,4.20,4.94,,
221,61677,,ARROW ANISETTE,60.0,750,12,6.85,6.50,6.63,7.79,,
221,96060,,ARROW BLACKRASPBERRY LIQ,30.0,750,12,8.35,7.92,8.07,9.49,,
221,2438,,ARROW BLUE CURACAO,34.0,750,12,6.60,6.26,6.38,7.50,,
221,2439,,ARROW BLUE CURACAO,34.0,1000,12,6.60,6.26,6.38,7.50,,
221,2441,,ARROW CR DE ALMOND,34.0,750,12,6.10,5.78,5.89,6.93,,
221,2843,,ARROW CR DE ALMOND,34.0,1000,12,6.60,6.26,6.38,7.50,,
221,2442,,ARROW CR DE BANANA,34.0,750,12,6.10,5.78,5.89,6.93,,
221,2844,,ARROW CR DE BANANA,34.0,1000,12,6.60,6.26,6.38,7.50,,
221,99010,,ARROW CR DE CASSIS,34.0,750,12,6.10,5.78,5.89,6.93,,
221,61807,,ARROW CR DE STRAWBERRY,34.0,750,12,6.10,5.78,5.89,6.93,,
221,2849,,ARROW CR DE STRAWBERRY,34.0,1000,12,6.60,6.26,6.38,7.50,,
221,61847,,ARROW OUZO,90.0,750,12,10.10,9.58,9.77,11.49,,
221,61877,,ARROW PEACH BRANDY,60.0,750,12,8.35,7.92,8.07,9.49,,
221,3967,,ARROW POMEGRANATE LIQUEUR,34.0,750,12,6.10,5.78,5.89,6.93,,
221,1782,,ARROW SOUR APPLE LIQUEUR,30.0,750,12,4.90,4.67,4.76,5.59,,
221,1783,,ARROW SOUR APPLE LIQUEUR,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,915,,ARROW TRIPLE SEC,30.0,750,12,6.60,6.26,6.38,7.50,,
221,916,,ARROW TRIPLE SEC,30.0,1000,12,3.50,3.32,3.38,3.98,,
221,914,,ARROW TRIPLE SEC PL,30.0,375,24,3.95,3.76,3.83,4.50,,
221,917,,ARROW TRIPLE SEC PL,30.0,1750,6,10.95,10.41,10.61,12.47,,
221,1785,,ARROW WATERMELON LIQUEUR,30.0,1000,12,6.60,6.26,6.38,7.50,,
221,7782,,ART IN THE AGE ROOT LIQUEUR,80.0,750,6,28.95,27.51,28.05,32.97,NEW,
321,88976,,BAJA LUNA,30.0,750,12,14.90,14.17,14.45,16.98,,
321,5250,,BAJA MANGO,32.0,750,12,14.90,14.17,14.45,16.98,,
321,918,,BAJA MOCHA,30.0,750,12,14.90,14.17,14.45,16.98,,
321,84796,,BAJA ROSA LIQ,34.0,750,12,14.90,14.17,14.45,16.98,,
321,85040,,BAJA ROSA LIQ,34.0,1000,12,19.30,18.33,18.69,21.97,,
321,84519,,BAJA TANGO,30.0,750,12,14.90,14.17,14.45,16.98,,
321,7537,,BLACKMAKER ROOT BEER,70.0,750,12,17.55,16.67,16.99,19.97,,
321,7512,,BLACKMAKER ROOT BEER,70.0,1000,6,21.90,20.82,21.23,24.95,,
321,71887,,BLACKMAKER ROOTBEER/PINN WHIP,70.0,750,12,17.55,16.67,16.99,19.97,,
221,62127,,BOLS BLUE CURACAO,48.0,750,12,10.50,9.97,10.16,11.95, 	1.03 ,
221,92800,,BOLS BOHEMIAN RASPBERRY LIQ,34.0,750,12,8.75,8.31,8.47,9.96, 	1.03 ,
221,6175,,BOLS CREME DE BANANA,34.0,750,12,10.50,9.97,10.16,11.95, 	1.03 ,
221,6693,,BOLS MELON LIQUEUR,34.0,1000,12,7.90,7.52,7.67,9.01, 	1.04 ,
221,90510,,BOLS ORANGE CURACAO,60.0,750,12,10.50,9.97,10.16,11.95, 	1.03 ,
221,4490,,BOLS POMEGRANATE LIQUEUR,34.0,1000,12,8.25,7.84,7.99,9.39, 	1.03 ,
221,5452,,BOLS PUMPKIN SMASH,42.0,1000,12,9.65,9.18,9.36,11.00, 	1.04 ,
221,94480,,BOLS SOUR APPLE LIQ,34.0,750,12,8.75,8.31,8.47,9.96, 	1.03 ,
221,4091,,BOLS SOUR APPLE LIQ,34.0,1000,12,9.65,9.18,9.36,11.00, 	1.71 ,
221,7821,,BOLS SWEET TEA LIQUEUR,48.0,1000,12,12.40,11.79,12.02,14.13, 	1.14 ,
221,83649,,BOLS TRIPLE SEC 30,30.0,750,12,6.10,5.78,5.89,6.93, 	.95 ,
221,92320,,BOLS TRIPLE SEC 30,30.0,1000,12,4.90,4.67,4.76,5.59, 	1.09 ,
221,62247,,BOLS TRIPLE SEC 42,42.0,750,12,8.75,8.31,8.47,9.96, 	1.03 ,
221,62231,,BOLS TRIPLE SEC 42,42.0,1000,12,7.90,7.52,7.67,9.01, 	1.04 ,
221,86760,,BOLS TRIPLE SEC 42,42.0,1750,6,13.15,12.50,12.74,14.98, 	.98 ,
221,3946,,BOULAINE BANANA LIQ,30.0,1000,12,4.95,4.71,4.80,5.64,,
221,3948,,BOULAINE BLUE CURACAO,30.0,1000,12,4.95,4.71,4.80,5.64,,
221,4517,,BOULAINE POMEGRANATE,30.0,1000,12,4.95,4.71,4.80,5.64,,
221,87166,,BOULAINE TRIPLE SEC,30.0,1000,12,4.40,4.19,4.27,5.02,,
221,5494,,BULLDAWG HERB LIQUEUR,70.0,50,120,1.10,1.03,1.05,1.24,,
221,5495,,BULLDAWG HERB LIQUEUR,70.0,200,48,3.90,3.72,3.79,4.45,,
221,4329,,BULLDAWG HERB LIQUEUR,70.0,375,24,7.50,7.12,7.26,8.54,,
221,4330,,BULLDAWG HERB LIQUEUR,70.0,750,12,14.60,13.86,14.13,16.61,,
221,4331,,BULLDAWG HERB LIQUEUR,70.0,1000,12,18.30,17.38,17.72,20.83,,
221,4332,,BULLDAWG HERB LIQUEUR,70.0,1750,6,32.45,30.83,31.43,36.95,,
321,62077,,CHATEAU MONET LIQ FRAMBOISE,33.0,750,12,13.15,12.50,12.74,14.98,,
321,5709,,CHATEAU MONET LIQ FRAMBOISE,33.0,1000,6,13.15,12.50,12.74,14.98,,
321,3879,,CHATEAU POMARI,33.0,750,6,15.80,15.00,15.29,17.98,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CORDIALS & LIQUEURS - AMERICAN (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
221,7886,,CHRISTIAN BROS HONEY LIQ,70.0,200,24,2.85,2.70,2.75,3.23,NEW,
221,7157,,CHRISTIAN BROS HONEY LIQ,70.0,375,12,5.25,4.99,5.09,5.98,,
221,7161,,CHRISTIAN BROS HONEY LIQ,70.0,750,12,10.50,9.97,10.16,11.95,,
221,7162,,CHRISTIAN BROS HONEY LIQ PL,70.0,50,120,0.85,0.80,0.82,0.96,,
321,62097,,COCORIBE,42.0,750,12,9.60,9.11,9.29,10.92,,
321,5798,,DEK ALABAMA SLAMMER,40.0,375,24,5.70,5.42,5.53,6.50,,
321,5799,,DEK ALABAMA SLAMMER,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5800,,DEK ALABAMA SLAMMER,40.0,1000,12,13.15,12.50,12.74,14.98,,
321,5801,,DEK ALABAMA SLAMMER PL,40.0,50,120,0.85,0.80,0.82,0.96,,
321,5802,,DEK ALABAMA SLAMMER PL,40.0,750,12,10.50,9.97,10.16,11.95,,
321,94246,,DEKUYPER ANISETTE,60.0,750,12,6.10,5.78,5.89,6.93,,
321,89700,,DEKUYPER BLUE CURACAO,54.0,750,12,6.60,6.26,6.38,7.50,,
321,62353,,DEKUYPER CACTUS JUICE,30.0,375,24,5.70,5.42,5.53,6.50,,
321,62357,,DEKUYPER CACTUS JUICE,30.0,750,12,10.50,9.97,10.16,11.95,,
321,3999,,DEKUYPER CACTUS JUICE,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,92046,,DEKUYPER CACTUS JUICE,30.0,1750,6,19.30,18.33,18.69,21.97,,
321,94256,,DEKUYPER CR DE ALMOND,56.0,750,12,6.10,5.78,5.89,6.93,,
321,94266,,DEKUYPER CR DE BANANA,56.0,750,12,6.10,5.78,5.89,6.93,,
321,89760,,DEKUYPER CR DE CASSIS,40.0,750,12,6.10,5.78,5.89,6.93,,
321,62317,,DEKUYPER HAZELNUT,56.0,750,12,10.50,9.97,10.16,11.95,,
321,5267,,DEKUYPER KAMIKAZE,40.0,375,24,5.70,5.42,5.53,6.50,,
321,5203,,DEKUYPER KAMIKAZE,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5204,,DEKUYPER KAMIKAZE,40.0,1000,12,13.15,12.50,12.74,14.98,,
321,5266,,DEKUYPER KAMIKAZE PL,40.0,50,120,0.85,0.80,0.82,0.96,,
321,5333,,DEKUYPER KAMIKAZE PL,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5809,,DEKUYPER LEMON DROP,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5810,,DEKUYPER LEMON DROP,40.0,1000,12,13.15,12.50,12.74,14.98,,
321,5812,,DEKUYPER LEMON DROP PL,40.0,750,12,10.50,9.97,10.16,11.95,,
321,87380,,DEKUYPER MELON,46.0,750,12,6.10,5.78,5.89,6.93,,
321,4001,,DEKUYPER MELON,46.0,1000,12,7.00,6.65,6.78,7.97,,
321,6810,,DEKUYPER MICHIGAN CHERRY LIQ,30.0,750,12,10.50,9.97,10.16,11.95,,
321,88276,,DEKUYPER ORANGE CURACAO,60.0,750,12,6.60,6.26,6.38,7.50,,
321,7604,,DEKUYPER O3 ORANGE,80.0,50,60,1.75,1.66,1.69,1.99,,
321,7638,,DEKUYPER O3 ORANGE,80.0,750,12,17.55,16.67,16.99,19.97,,
321,4248,,DEKUYPER POMEGRANATE,30.0,750,12,10.50,9.97,10.16,11.95,,
321,4249,,DEKUYPER POMEGRANATE,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,62347,,DEKUYPER RAZZMATAZZ,33.0,750,12,10.50,9.97,10.16,11.95,,
321,4366,,DEKUYPER RAZZMATAZZ,33.0,1000,12,13.15,12.50,12.74,14.98,,
321,4654,,DEKUYPER RED APPLE,30.0,750,12,10.50,9.97,10.16,11.95,,
321,4655,,DEKUYPER RED APPLE,30.0,1000,12,13.15,12.50,12.74,14.98,,
321,5269,,DEKUYPER RED HEADED,40.0,375,24,5.70,5.42,5.53,6.50,,
321,5160,,DEKUYPER RED HEADED,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5205,,DEKUYPER RED HEADED,40.0,1000,12,13.15,12.50,12.74,14.98,,
321,5334,,DEKUYPER RED HEADED PL,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5804,,DEK SEX ON THE BEACH,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5805,,DEK SEX ON THE BEACH,40.0,1000,12,13.15,12.50,12.74,14.98,,
321,5803,,DEK SEX ON THE BEACH PL,40.0,50,120,0.85,0.80,0.82,0.96,,
321,5806,,DEK SEX ON THE BEACH PL,40.0,375,24,5.70,5.42,5.53,6.50,,
321,5807,,DEK SEX ON THE BEACH PL,40.0,750,12,10.50,9.97,10.16,11.95,,
321,88336,,DEKUYPER STRWBRY PATCH,45.0,750,12,10.50,9.97,10.16,11.95,,
321,2695,,DEKUYPER TRIPLE SEC PL,48.0,1750,6,10.50,9.97,10.16,11.95,,
321,3351,,DEKUYPER TRIPLE SEC(RD),48.0,375,24,3.05,2.89,2.95,3.47,,
321,62367,,DEKUYPER TRIPLE SEC-30,30.0,750,12,3.50,3.32,3.38,3.98,,
321,1282,,DEKUYPER TRIPLE SEC-30 PL,30.0,1000,12,3.90,3.72,3.79,4.45,,
321,3941,,DEKUYPER TRIPLE SEC-30 PL,30.0,1750,6,8.75,8.31,8.47,9.96,,
321,86450,,DEKUYPER VANILLA,30.0,750,12,10.50,9.97,10.16,11.95,,
321,5264,,DEK WASHINGTON APPLE,40.0,375,24,5.70,5.42,5.53,6.50,,
321,5161,,DEK WASHINGTON APPLE,40.0,750,12,10.50,9.97,10.16,11.95,,
321,5202,,DEK WASHINGTON APPLE,40.0,1000,12,13.15,12.50,12.74,14.98,,
321,5265,,DEK WASHINGTON APPLE PL,40.0,50,120,0.85,0.80,0.82,0.96,,
321,5332,,DEK WASHINGTON APPLE PL,40.0,750,12,10.50,9.97,10.16,11.95,,
221,88890,,DEUCES WILD TRIPLE SEC,23.0,1750,6,5.25,4.99,5.09,5.98,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CORDIALS & LIQUEURS - AMERICAN (CONTINUED),,,,,,,,,,,,
,,,,,,,,,,,,
221,98700,,DUBOUCHETT BLUE CURACAO,30.0,1000,12,5.70,5.42,5.53,6.50,,
221,98250,,DUBOUCHETT CR DE BANANA,30.0,1000,12,5.70,5.42,5.53,6.50,,
221,98320,,DUBOUCHETT MELON LIQ,30.0,1000,12,5.70,5.42,5.53,6.50,,
221,98510,,DUBOUCHETT STRAWBERRY LIQ,30.0,1000,12,5.70,5.42,5.53,6.50,,
221,98620,,DUBOUCHETT TRIPLE SEC,30.0,1000,12,3.85,3.65,3.72,4.37,,
221,7206,,EVAN WILLIAMS CHERRY RESERV PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,7207,,EVAN WILLIAMS CHERRY RESERVE,70.0,750,12,11.40,10.84,11.05,12.99,,
221,6221,,EVAN WILLIAMS HONEY RESERVE,70.0,750,12,11.40,10.84,11.05,12.99,,
221,7391,,EVAN WILLIAMS HONEY RESERVE,70.0,1750,6,21.05,19.99,20.38,23.96,,
221,6472,,EVAN WILLIAMS HONEY RESERVE PL,70.0,50,120,0.85,0.80,0.82,0.96,,
221,7392,,EVAN WILLIAMS HONEY RESERVE PL,70.0,750,12,11.40,10.84,11.05,12.99,,
221,84116,,GAETANO BLACK RASPBERRY LIQ,33.0,1000,12,6.10,5.78,5.89,6.93,,
221,94350,,GAETANO BLUE CURACAO,30.0,750,12,4.95,4.71,4.80,5.64,,
221,6343,,GAETANO BLUE CURACAO,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,84126,,GAETANO GRAND CHEVALIER LIQ,80.0,1000,12,14.90,14.17,14.45,16.98,,
221,84146,,GAETANO MELON LIQ,42.0,1000,12,7.45,7.08,7.22,8.49,,
221,6348,,GAETANO ORANGE CURACAO,30.0,1000,12,6.10,5.78,5.89,6.93,,
221,84166,,GAETANO TRIPLE SEC,30.0,750,12,4.35,4.12,4.20,4.94,,
221,84176,,GAETANO TRIPLE SEC,30.0,1000,12,5.25,4.99,5.09,5.98,,
221,92840,,GAETANO TRIPLE SEC,30.0,1750,6,7.80,7.40,7.54,8.87,,
321,4784,,GODIVA CARAMEL MILK CHOCOLATE,30.0,375,12,14.05,13.34,13.60,15.99,,
321,4789,,GODIVA CARAMEL MILK CHOCOLATE,30.0,750,12,26.35,25.02,25.51,29.99,,
321,3824,,GODIVA LIQ,30.0,50,60,3.45,3.28,3.34,3.93,,
321,3825,,GODIVA LIQ,30.0,375,12,14.05,13.34,13.60,15.99,,
321,3826,,GODIVA LIQ,30.0,750,12,26.35,25.02,25.51,29.99,,
321,86040,,GODIVA WHITE CHOCOLATE LIQ,34.0,375,12,14.05,13.34,13.60,15.99,,
321,86080,,GODIVA WHITE CHOCOLATE LIQ,34.0,750,12,26.35,25.02,25.51,29.99,,
321,94170,,H WALKER BLACK RASPBERRY LIQ,33.0,1000,12,8.25,7.84,7.99,9.39,,
321,84400,,H WALKER BLUE CURACAO-30,30.0,750,12,7.00,6.65,6.78,7.97,,
321,94630,,H WALKER BLUE CURACAO-30,30.0,1000,12,7.00,6.65,6.78,7.97,,
321,83650,,H WALKER CR DE BANANA-30,30.0,750,12,7.00,6.65,6.78,7.97,,
321,95660,,H WALKER CR DE BANANA-30,30.0,1000,12,7.00,6.65,6.78,7.97,,
321,83600,,H WALKER CR DE CASSIS-30,30.0,750,12,7.00,6.65,6.78,7.97,,
